Dataset,Country,Target,Pattern,Rate,Method,MAE,nRMSE,n_rolls_used
Influenza_Study,India,RSV,Point,0.3,SAITS,18.433098134584725,0.5012163417524013,3
Influenza_Study,India,RSV,Point,0.5,LOCF,26.093848319724202,0.6568986678065984,3
Influenza_Study,India,RSV,Point,0.5,Linear,22.176228256896138,0.5672691694077987,3
Influenza_Study,India,RSV,Point,0.5,SAITS,18.60348985882657,0.4801422582255839,3
Influenza_Study,India,RSV,Sequence,0.1,LOCF,23.701346399262547,0.5830632322938747,3
Influenza_Study,India,RSV,Sequence,0.1,Linear,23.681877658236772,0.5487713358962125,3
Influenza_Study,India,RSV,Sequence,0.1,SAITS,23.66737456298317,0.548250242942032,3
Influenza_Study,India,RSV,Sequence,0.3,LOCF,23.560109743848443,0.5473310230533006,3
Influenza_Study,India,RSV,Sequence,0.3,Linear,22.34896559268236,0.5271112938578388,3
Influenza_Study,India,RSV,Sequence,0.3,SAITS,22.01198705146946,0.5251568163723169,3
Influenza_Study,India,RSV,Sequence,0.5,LOCF,30.48296497017145,0.6034337824772211,3
Influenza_Study,India,RSV,Sequence,0.5,Linear,20.27203032746911,0.5593345662820683,3
Influenza_Study,India,RSV,Sequence,0.5,SAITS,23.49390251012271,0.5453949317396993,3
Influenza_Study,South Africa,INF_ALL,Block,0.1,LOCF,5.751822062768042,0.5714331370997001,3
Influenza_Study,South Africa,INF_ALL,Block,0.1,Linear,9.372470876201987,0.48182820984943203,3
Influenza_Study,South Africa,INF_ALL,Block,0.1,SAITS,7.721658813159807,0.5429101851697722,3
Influenza_Study,South Africa,INF_ALL,Block,0.3,LOCF,4.67505053896457,0.4827784651411438,3
Influenza_Study,South Africa,INF_ALL,Block,0.3,Linear,4.67505053896457,0.4827784651411438,3
Influenza_Study,South Africa,INF_ALL,Block,0.3,SAITS,8.840286647449355,0.6683883675496052,3
Influenza_Study,South Africa,INF_ALL,Block,0.5,LOCF,4.055000506341457,0.4312339735717599,3
Influenza_Study,South Africa,INF_ALL,Block,0.5,Linear,6.847063496708872,0.3665728987235594,3
Influenza_Study,South Africa,INF_ALL,Block,0.5,SAITS,10.40531958525825,0.9338812728819532,3
Influenza_Study,South Africa,INF_ALL,Point,0.1,LOCF,3.07904040068388,0.38462645786670746,3
Influenza_Study,South Africa,INF_ALL,Point,0.1,Linear,3.1166545562446117,0.4450728273189574,3
Influenza_Study,South Africa,INF_ALL,Point,0.1,SAITS,5.483859051200394,0.41762230131000433,3
Influenza_Study,South Africa,INF_ALL,Point,0.3,LOCF,4.326012285426259,0.3643479888074844,3
Influenza_Study,South Africa,INF_ALL,Point,0.3,Linear,3.6967291152104735,0.3907333440325669,3
Influenza_Study,South Africa,INF_ALL,Point,0.3,SAITS,6.000607077875646,0.3823318446056384,3
Influenza_Study,South Africa,INF_ALL,Point,0.5,LOCF,10.13780010677874,1.2093958549955197,3
Influenza_Study,South Africa,INF_ALL,Point,0.5,Linear,6.544112394563854,0.7385574178219105,3
Influenza_Study,South Africa,INF_ALL,Point,0.5,SAITS,3.3484338901332453,0.4217885531315973,3
Influenza_Study,South Africa,INF_ALL,Sequence,0.1,LOCF,3.764438464771956,0.3859939346131307,3
Influenza_Study,South Africa,INF_ALL,Sequence,0.1,Linear,5.328528424911201,0.4863811049377013,3
Influenza_Study,South Africa,INF_ALL,Sequence,0.1,SAITS,4.735423269692731,0.6358028239646187,3
Influenza_Study,South Africa,INF_ALL,Sequence,0.3,LOCF,2.614900645799935,0.3896818813679895,3
Influenza_Study,South Africa,INF_ALL,Sequence,0.3,Linear,2.3430282352492213,0.207206295645599,3
Influenza_Study,South Africa,INF_ALL,Sequence,0.3,SAITS,4.563816841056703,0.6957057102400585,3
Influenza_Study,South Africa,INF_ALL,Sequence,0.5,LOCF,4.773480939678848,0.6489368972359288,3
Influenza_Study,South Africa,INF_ALL,Sequence,0.5,Linear,3.794647387228906,0.5181076121485576,3
Influenza_Study,South Africa,INF_ALL,Sequence,0.5,SAITS,4.255116297216508,0.40018529959446786,3
Influenza_Study,South Africa,RSV,Block,0.1,LOCF,4.079553914256394,0.9870659141956023,3
Influenza_Study,South Africa,RSV,Block,0.1,Linear,2.882265337742865,0.584086124222837,3
Influenza_Study,South Africa,RSV,Block,0.1,SAITS,5.587995005771518,0.8328260743511651,3
Influenza_Study,South Africa,RSV,Block,0.3,LOCF,5.408672862686217,0.7502473972402247,3
Influenza_Study,South Africa,RSV,Block,0.3,Linear,5.408672862686217,0.7502473972402247,3
Influenza_Study,South Africa,RSV,Block,0.3,SAITS,5.472289996221662,0.7082361490216027,3
Influenza_Study,South Africa,RSV,Block,0.5,LOCF,5.408672862686217,0.7502473972402247,3
Influenza_Study,South Africa,RSV,Block,0.5,Linear,5.408672862686217,0.7502473972402247,3
Influenza_Study,South Africa,RSV,Block,0.5,SAITS,2.2912360061891377,0.9285108156777044,3
Influenza_Study,South Africa,RSV,Point,0.1,LOCF,5.390208702534437,0.8051607101082812,3
Influenza_Study,South Africa,RSV,Point,0.1,Linear,5.632826060988009,0.794958784956227,3
Influenza_Study,South Africa,RSV,Point,0.1,SAITS,2.3672096580266953,0.739812236271415,3
Influenza_Study,South Africa,RSV,Point,0.3,LOCF,2.3643830376677215,0.5861963605554129,3
Influenza_Study,South Africa,RSV,Point,0.3,Linear,2.307804950978607,0.6289476931319455,3
Influenza_Study,South Africa,RSV,Point,0.3,SAITS,2.1666641633491963,0.30120050409865784,3
Influenza_Study,South Africa,RSV,Point,0.5,LOCF,2.12705614278093,0.4089521839706911,3
Influenza_Study,South Africa,RSV,Point,0.5,Linear,1.6815164300413534,0.4514705317624814,3
Influenza_Study,South Africa,RSV,Point,0.5,SAITS,1.8089597672224045,0.40034003373940996,3
Influenza_Study,South Africa,RSV,Sequence,0.1,LOCF,5.271267383359373,0.9712641892080905,3
Influenza_Study,South Africa,RSV,Sequence,0.1,Linear,4.57690819632262,0.9785786737310079,3
Influenza_Study,South Africa,RSV,Sequence,0.1,SAITS,2.4079576176591218,0.6282900401019025,3
Influenza_Study,South Africa,RSV,Sequence,0.3,LOCF,2.5607815491966903,1.312815027185267,3
Influenza_Study,South Africa,RSV,Sequence,0.3,Linear,5.25044035539031,1.1242931219520833,3
Influenza_Study,South Africa,RSV,Sequence,0.3,SAITS,2.047203362453729,0.3780527337698287,3
Influenza_Study,South Africa,RSV,Sequence,0.5,LOCF,2.994446635711938,0.5745479962276792,3
Influenza_Study,South Africa,RSV,Sequence,0.5,Linear,1.090730347437784,0.43606190414692525,3
Influenza_Study,South Africa,RSV,Sequence,0.5,SAITS,3.185507225804031,0.45842041048744053,3
Influenza_Study,United States of America,INF_ALL,Block,0.1,LOCF,757.4367944821715,3.6491941413879774,3
Influenza_Study,United States of America,INF_ALL,Block,0.1,Linear,810.9477200713008,3.5469530704061003,3
Influenza_Study,United States of America,INF_ALL,Block,0.1,SAITS,344.9498135842937,2.6228772201337716,3
Influenza_Study,United States of America,INF_ALL,Block,0.3,LOCF,924.1449959045275,1.8534090231461229,3
Influenza_Study,United States of America,INF_ALL,Block,0.3,Linear,171.56846627872437,0.5089211693612707,3
Influenza_Study,United States of America,INF_ALL,Block,0.3,SAITS,436.2167669386058,0.7884455542398376,3
Influenza_Study,United States of America,INF_ALL,Block,0.5,LOCF,932.7755116205662,1.7616642023488378,3
Influenza_Study,United States of America,INF_ALL,Block,0.5,Linear,1693.57505178079,0.8426160071744866,3
Influenza_Study,United States of America,INF_ALL,Block,0.5,SAITS,729.2997695736487,0.4764428065530508,3
Influenza_Study,United States of America,INF_ALL,Point,0.1,LOCF,1441.7576784081757,5.96892000679231,3
Influenza_Study,United States of America,INF_ALL,Point,0.1,Linear,1408.2394390599802,2.7275772688594424,3
Influenza_Study,United States of America,INF_ALL,Point,0.1,SAITS,1717.5904929370954,5.390227194089012,3
Influenza_Study,United States of America,INF_ALL,Point,0.3,LOCF,1552.1113291317597,3.0290329755614,3
Influenza_Study,United States of America,INF_ALL,Point,0.3,Linear,1489.5128464084119,2.1868441044014713,3
Influenza_Study,United States of America,INF_ALL,Point,0.3,SAITS,485.64742466370444,3.226920289358763,3
Influenza_Study,United States of America,INF_ALL,Point,0.5,LOCF,1093.814102627337,1.5095579786520466,3
Influenza_Study,United States of America,INF_ALL,Point,0.5,Linear,134.10794017836452,0.6349885462071836,3
Influenza_Study,United States of America,INF_ALL,Point,0.5,SAITS,443.9074473309993,0.8377271885010843,3
Influenza_Study,United States of America,INF_ALL,Sequence,0.1,LOCF,2029.4961777888238,2.3563539513451577,3
Influenza_Study,United States of America,INF_ALL,Sequence,0.1,Linear,980.9759358114097,2.7876784108783714,3
Influenza_Study,United States of America,INF_ALL,Sequence,0.1,SAITS,264.965644774044,0.648609426665339,3
Influenza_Study,United States of America,INF_ALL,Sequence,0.3,LOCF,1675.0732687991112,3.820793723362032,3
Influenza_Study,United States of America,INF_ALL,Sequence,0.3,Linear,942.8089688329492,1.7349901358201143,3
Influenza_Study,United States of America,INF_ALL,Sequence,0.3,SAITS,457.1504325291821,3.476013996373051,3
Influenza_Study,United States of America,INF_ALL,Sequence,0.5,LOCF,260.51237812358886,1.6836579613513913,3
Influenza_Study,United States of America,INF_ALL,Sequence,0.5,Linear,1079.8589013802818,1.6229854194418785,3
Influenza_Study,United States of America,INF_ALL,Sequence,0.5,SAITS,218.39139474477315,1.3586217537558227,3
