Dataset,Country,Target,Pattern,Rate,Method,MAE,RMSE,KL_Div,MASE
COVID19_Study,Montenegro,new_cases,Point,0.3,Linear,420.89410681399636,1282.9132742432705,0.363257906709954,1.0130509748414442
COVID19_Study,Montenegro,new_cases,Point,0.3,Rolling,445.0476519337017,1301.9009880644905,0.5898878766422785,1.0711861970582943
COVID19_Study,Montenegro,new_cases,Point,0.3,MICE,403.1813723926105,1147.3914673297681,1.0277164062234574,0.9704181544189373
COVID19_Study,Montenegro,new_cases,Point,0.3,SAITS,237.55526630728806,1176.3732402247374,1.0277164062234574,0.5717723061816801
COVID19_Study,Montenegro,new_cases,Point,0.5,mean,394.29985303573073,1076.2560228361945,1.093656044253758,1.0186141864547507
COVID19_Study,Montenegro,new_cases,Point,0.5,median,240.87894736842105,1101.8517643160153,1.093656044253758,0.6222744216582972
COVID19_Study,Montenegro,new_cases,Point,0.5,most_frequent,240.87894736842105,1101.8517643160153,1.093656044253758,0.6222744216582972
COVID19_Study,Montenegro,new_cases,Point,0.5,LOCF,498.159649122807,1606.8367885109803,0.27188541576454056,1.2869203014129187
COVID19_Study,Montenegro,new_cases,Point,0.5,Linear,426.6695906432749,1308.0661011603631,0.4186866536386376,1.1022365202826927
COVID19_Study,Montenegro,new_cases,Point,0.5,Rolling,430.9875730994152,1268.552219707665,0.4310445150066649,1.113391376549628
COVID19_Study,Montenegro,new_cases,Point,0.5,MICE,392.98003037351384,1071.8314367741502,1.082440986724992,1.015204623714648
COVID19_Study,Montenegro,new_cases,Point,0.5,SAITS,240.9184621981086,1101.8413208199042,1.093656044253758,0.622376502259609
COVID19_Study,Montenegro,new_cases,Sequence,0.1,mean,275.1612717368531,364.2042284884148,17.835411483491047,0.5982876913033573
COVID19_Study,Montenegro,new_cases,Sequence,0.1,median,98.41441441441441,353.6737948352311,1.59054250048755,0.21398408438554206
COVID19_Study,Montenegro,new_cases,Sequence,0.1,most_frequent,98.41441441441441,353.6737948352311,1.59054250048755,0.21398408438554206
COVID19_Study,Montenegro,new_cases,Sequence,0.1,LOCF,263.27927927927925,834.3720949269533,1.3505662158751353,0.5724524791361297
COVID19_Study,Montenegro,new_cases,Sequence,0.1,Linear,328.97297297297297,735.0057375519148,0.7292883545759576,0.7152913608039596
COVID19_Study,Montenegro,new_cases,Sequence,0.1,Rolling,301.2882882882883,763.8197749787895,0.5575803299350004,0.6550960942974812
COVID19_Study,Montenegro,new_cases,Sequence,0.1,MICE,270.48877028494513,366.6818503080106,17.773871490008865,0.588128194334078
COVID19_Study,Montenegro,new_cases,Sequence,0.1,SAITS,98.44895931911604,353.6600101673062,1.59054250048755,0.2140591959415753
COVID19_Study,Montenegro,new_cases,Sequence,0.3,mean,336.2006494582587,583.2654935962189,18.020263139022717,0.6911553599315445
COVID19_Study,Montenegro,new_cases,Sequence,0.3,median,144.40199335548172,592.7421747389718,1.3926440790355143,0.29685906869383294
COVID19_Study,Montenegro,new_cases,Sequence,0.3,most_frequent,144.40199335548172,592.7421747389718,1.3926440790355143,0.29685906869383294
COVID19_Study,Montenegro,new_cases,Sequence,0.3,LOCF,519.0431893687708,2157.7139049654065,0.5194687154079477,1.0670398256108342
COVID19_Study,Montenegro,new_cases,Sequence,0.3,Linear,414.06921373200447,1319.115998696348,0.36337459926891436,0.8512361796881267
COVID19_Study,Montenegro,new_cases,Sequence,0.3,Rolling,359.27408637873754,1343.1288541203946,0.16376753851177706,0.7385893242184318
COVID19_Study,Montenegro,new_cases,Sequence,0.3,MICE,340.0007188117502,582.7923216512725,17.444776352329214,0.6989674754227233
COVID19_Study,Montenegro,new_cases,Sequence,0.3,SAITS,144.48528862791667,592.7160893032183,1.3926440790355143,0.29703030564442523
COVID19_Study,Montenegro,new_cases,Sequence,0.5,mean,361.6671617865026,761.6123031434828,16.918713668032133,0.7216007862949164
COVID19_Study,Montenegro,new_cases,Sequence,0.5,median,167.78958785249458,775.5060974346698,1.3609603553110166,0.33477492932558145
COVID19_Study,Montenegro,new_cases,Sequence,0.5,most_frequent,167.78958785249458,775.5060974346698,1.3609603553110166,0.33477492932558145
COVID19_Study,Montenegro,new_cases,Sequence,0.5,LOCF,600.0173535791757,2045.2397098423048,0.574256495602149,1.197158713538163
COVID19_Study,Montenegro,new_cases,Sequence,0.5,Linear,514.2793685225356,1380.8178446467573,0.23596060045313844,1.0260937013689484
COVID19_Study,Montenegro,new_cases,Sequence,0.5,Rolling,478.2114967462039,1473.5991908859103,0.2467665083920775,0.9541308377646794
COVID19_Study,Montenegro,new_cases,Sequence,0.5,MICE,375.8308178687703,763.5615106177972,1.7638789487280169,0.749860209448762
COVID19_Study,Montenegro,new_cases,Sequence,0.5,SAITS,167.83356658724017,775.4997521905857,1.3609603553110166,0.3348626759969019
COVID19_Study,Montenegro,new_cases,Block,0.1,mean,419.3716092953472,978.945831200065,1.4081065764312095,0.9846202662924506
COVID19_Study,Montenegro,new_cases,Block,0.1,median,255.140350877193,1010.7595893032235,1.4081065764312095,0.5990304413900587
COVID19_Study,Montenegro,new_cases,Block,0.1,most_frequent,255.140350877193,1010.7595893032235,1.4081065764312095,0.5990304413900587
COVID19_Study,Montenegro,new_cases,Block,0.1,LOCF,255.140350877193,1010.7595893032235,1.4081065764312095,0.5990304413900587
COVID19_Study,Montenegro,new_cases,Block,0.1,Linear,255.140350877193,1010.7595893032235,1.4081065764312095,0.5990304413900587
COVID19_Study,Montenegro,new_cases,Block,0.1,Rolling,256.82456140350877,1010.9195397208789,1.4081065764312095,0.602984709585991
COVID19_Study,Montenegro,new_cases,Block,0.1,MICE,341.38732242488464,987.3656916850948,1.4081065764312095,0.8015251124883097
COVID19_Study,Montenegro,new_cases,Block,0.1,SAITS,255.15407470216783,1010.7578229291396,1.4081065764312095,0.5990626628278045
COVID19_Study,Montenegro,new_cases,Block,0.3,mean,422.88734841681827,1039.1764827309178,1.172145079629622,1.077337651687306
COVID19_Study,Montenegro,new_cases,Block,0.3,median,266.07602339181284,1070.4094368852973,1.172145079629622,0.6778488864336811
COVID19_Study,Montenegro,new_cases,Block,0.3,most_frequent,266.07602339181284,1070.4094368852973,1.172145079629622,0.6778488864336811
COVID19_Study,Montenegro,new_cases,Block,0.3,LOCF,266.07602339181284,1070.4094368852973,1.172145079629622,0.6778488864336811
COVID19_Study,Montenegro,new_cases,Block,0.3,Linear,266.07602339181284,1070.4094368852973,1.172145079629622,0.6778488864336811
COVID19_Study,Montenegro,new_cases,Block,0.3,Rolling,268.5263157894737,1071.3681475582234,1.1405126121087583,0.6840911924935004
COVID19_Study,Montenegro,new_cases,Block,0.3,MICE,427.26562045342735,1038.3368255103674,1.327886379654576,1.0884916323680416
COVID19_Study,Montenegro,new_cases,Block,0.3,SAITS,266.11830396638885,1070.3878924970904,1.172145079629622,0.677956599409953
COVID19_Study,Montenegro,new_cases,Block,0.5,mean,394.72524585747004,966.5068435635721,1.2566190933643437,1.1406050251240634
COVID19_Study,Montenegro,new_cases,Block,0.5,median,261.3099824868651,997.2823615112403,1.2566190933643437,0.7550859294346268
COVID19_Study,Montenegro,new_cases,Block,0.5,most_frequent,261.3099824868651,997.2823615112403,1.2566190933643437,0.7550859294346268
COVID19_Study,Montenegro,new_cases,Block,0.5,LOCF,261.3099824868651,997.2823615112403,1.2566190933643437,0.7550859294346268
COVID19_Study,Montenegro,new_cases,Block,0.5,Linear,261.3099824868651,997.2823615112403,1.2566190933643437,0.7550859294346268
COVID19_Study,Montenegro,new_cases,Block,0.5,Rolling,261.3099824868651,997.2823615112403,1.2566190933643437,0.7550859294346268
